int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
10,14992,31365,479744,0,0
32,57384,10,10,0,0
33,32236,19,32236,1,0
4,16487,64542,16390,0,0
9,22179,37718,0,0,0
25,17174,4640,0,0,0
34,62254,36803,62254,1,0
0,57541,26,57567,0,0
