int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
26,6456,22151,1,1,0
0,54162,28,54190,0,0
28,52177,49472,1,1,0
9,42712,28100,2669,0,0
30,19334,61248,1,1,0
3,20459,22,20479,0,0
30,51291,12491,1,1,0
33,38924,26145,38924,1,0
