int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
9,7,7,0,0,0
9,65535,1,32767,0,0
9,4294967295,1,2147483647,1,1
9,2147483648,2147483648,2147483648,1,1
9,31,31,0,0,0
9,12345,0,12345,0,0
10,0,0,0,1,1
10,1,0,1,0,0
