int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
4,3849,9403,1033,0,0
30,21753,16164,1,1,0
34,64563,28,64563,1,0
29,40411,16,0,0,0
25,55122,59996,1,1,0
30,62411,36581,1,1,0
27,58302,24,1,1,0
31,64378,17,17,0,0
