int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
30,30150,30504,1,1,0
27,54549,10,1,1,0
26,2966,44610,1,1,0
1,9080,26,9054,0,0
