int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
10,19254,31773,3221225472,0,0
10,60649,6,3881536,0,0
28,31544,29,1,1,0
33,33502,28,33502,1,0
0,7567,21379,28946,0,0
27,7732,23,1,1,0
30,16677,62725,1,1,0
33,58854,51953,58854,1,0
