int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
28,7,7,1,1,1
28,65535,1,1,1,0
28,4294967295,1,1,1,0
28,2147483648,2147483648,1,1,1
28,31,31,1,1,1
28,12345,0,1,1,0
29,0,0,1,1,1
29,1,0,0,0,0
