int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
8,35137,63898,0,0,0
34,19421,0,19421,1,0
27,56339,29,1,1,0
1,49523,19221,30302,0,0
