int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
0,7046,46049,53095,0,0
30,62393,28397,1,1,0
33,44643,28219,44643,1,0
28,3868,22076,0,0,0
