int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
31,16315,61380,16315,1,0
2,28184,19,28171,0,0
30,20411,29,1,1,0
0,23647,295,23942,0,0
