int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
31,13768,58647,13768,1,0
8,41803,20,0,0,0
27,50923,8639,1,1,0
32,39420,57355,39420,1,0
9,53691,5,1677,0,0
27,9746,13,1,1,0
10,61390,15479,3875536896,0,0
1,12494,13299,4294966491,0,0
28,14367,11,1,1,0
32,5237,11583,5237,1,0
3,5601,2003,6131,0,0
