int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
25,37694,54151,1,1,0
8,1437,26,0,0,0
34,53136,14,53136,1,0
26,39118,8,0,0,0
