int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
33,22680,46796,46796,0,0
32,60146,21,21,0,0
28,64205,9,1,1,0
3,52241,49478,52567,0,0
26,27407,36220,1,1,0
4,61692,60085,57524,0,0
27,48196,20,1,1,0
34,12328,5,12328,1,0
