int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
8,32816,53295,1,0,0
10,41545,7,5317760,0,0
26,33526,45492,1,1,0
30,35084,30841,1,1,0
