int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,0,63986,63986,0
1,0,63986,63986,0
0,0,63986,0,0
0,0,63986,0,0
1,0,63986,0,0
1,0,63986,0,0
1,0,63986,0,0
1,0,63986,0,0
1,1,43068,0,0
