int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,1,14455,12639,0
1,1,52996,14455,0
0,1,52996,0,0
0,1,52996,0,0
1,1,52996,52996,0
1,0,52996,52996,0
