int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,1,19779,15984,0
1,1,48143,19779,0
0,1,48143,0,0
0,1,48143,0,0
1,1,48143,48143,0
1,0,48143,48143,0
