int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,0,29146,29146,0
1,1,1473,29146,0
0,1,1473,0,0
0,1,1473,0,0
1,1,1473,1473,0
1,0,1473,1473,0
