int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,1,52928,12349,0
1,1,59524,52928,0
0,1,59524,0,0
0,1,59524,0,0
1,1,59524,59524,0
1,0,59524,59524,0
