int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,1,15049,6436,0
1,0,15049,15049,0
0,0,15049,0,0
0,0,15049,0,0
1,0,15049,0,0
1,0,15049,0,0
1,0,15049,0,0
1,0,15049,0,0
1,0,15049,0,0
