int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,0,13523,13523,0
1,0,13523,13523,0
0,0,13523,0,0
0,0,13523,0,0
1,0,13523,0,0
1,0,13523,0,0
1,1,57490,0,0
1,1,21478,57490,0
1,1,63725,21478,0
