int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,0,65475,65475,0
1,0,65475,65475,0
0,0,65475,0,0
1,0,65475,0,0
1,0,65475,0,0
1,1,60784,0,0
1,1,45962,60784,0
1,1,37,45962,0
