int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,0,45315,45315,0
1,0,45315,45315,0
0,0,45315,0,0
0,0,45315,0,0
1,0,45315,0,0
1,0,45315,0,0
1,1,21130,0,0
1,1,26360,21130,0
1,1,58380,26360,0
