int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,1,31646,58818,0
1,0,31646,31646,0
0,0,31646,0,0
0,0,31646,0,0
1,0,31646,0,0
1,0,31646,0,0
1,1,7171,0,0
1,0,7171,7171,0
1,0,7171,7171,0
