int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,0,27576,27576,0
1,1,1901,27576,0
0,1,1901,0,0
0,1,1901,0,0
1,1,1901,1901,0
1,0,1901,1901,0
