int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,1,56404,16028,0
1,1,4837,56404,0
0,1,4837,0,0
0,1,4837,0,0
1,1,4837,4837,0
1,0,4837,4837,0
