int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,165,159,0,0,6
1,1,0,134,159,0,0,6
1,0,0,134,159,0,0,7
1,1,0,111,159,0,0,7
1,0,0,111,159,1,0,8
1,0,1,111,159,1,0,8
1,0,0,111,127,0,0,7
1,0,1,111,127,0,0,7
1,0,0,111,132,0,0,6
1,0,1,111,132,0,0,6
