int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,243,81,0,0,5
1,1,0,120,81,0,0,5
1,0,0,120,81,0,0,6
1,1,0,111,81,0,0,6
1,0,0,111,81,0,0,7
1,1,0,222,81,0,0,7
1,0,0,222,81,1,0,8
1,0,1,222,81,1,0,8
1,0,0,222,106,0,0,7
1,0,0,222,106,0,0,7
1,0,0,222,106,0,0,7
1,0,0,222,106,0,0,7
