int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,0,0,0,22,0,0
1,1,0,1,7,108,22,0,0
1,1,1,1,7,108,22,0,0
1,1,1,1,7,108,22,1,1
1,0,0,1,7,108,22,1,1
1,1,0,0,3,161,22,0,0
1,1,1,0,3,161,22,0,0
1,1,1,0,3,161,22,0,0
1,1,1,0,3,161,22,0,0
1,1,1,0,3,161,161,1,0
