int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,0,0,0,0,0,0
1,1,0,1,3,170,0,0,0
1,1,1,1,3,170,0,0,0
1,1,1,1,3,170,0,0,0
1,1,1,1,3,170,0,0,0
1,1,1,1,3,170,0,1,0
1,0,0,1,3,170,0,0,0
1,1,0,0,3,170,0,0,0
1,1,1,0,3,170,0,0,0
1,1,1,0,3,170,0,0,0
1,1,1,0,3,170,0,0,0
1,1,1,0,3,170,170,1,0
1,0,0,0,3,170,170,0,0
1,1,0,1,2,221,170,0,0
1,1,1,1,2,221,170,0,0
1,1,1,1,2,221,170,1,0
1,0,0,1,2,221,170,1,0
1,1,0,1,3,140,170,0,0
1,1,1,1,3,140,170,0,0
1,1,1,1,3,140,170,0,0
1,1,1,1,3,140,170,0,0
1,1,1,1,3,140,170,1,0
1,0,0,1,3,140,170,0,0
1,1,0,0,3,140,170,0,0
1,1,1,0,3,140,170,0,0
1,1,1,0,3,140,170,0,0
1,1,1,0,3,140,170,0,0
1,1,1,0,3,140,140,1,0
1,0,0,0,3,140,140,0,0
1,1,0,1,3,88,140,0,0
1,1,1,1,3,88,140,0,0
1,1,1,1,3,88,140,0,0
1,1,1,1,3,88,140,0,0
1,1,1,1,3,88,140,1,0
1,0,0,1,3,88,140,0,0
1,0,0,0,0,0,140,0,0
1,1,0,1,3,191,140,0,0
1,1,1,1,3,191,140,0,0
1,1,1,1,3,191,140,0,0
1,1,1,1,3,191,140,0,0
1,1,1,1,3,191,140,1,0
1,0,0,1,3,191,140,0,0
1,1,0,1,2,53,140,0,0
1,1,1,1,2,53,140,0,0
1,1,1,1,2,53,140,1,0
1,0,0,1,2,53,140,1,0
1,1,0,1,3,20,140,0,0
1,1,1,1,3,20,140,0,0
1,1,1,1,3,20,140,0,0
1,1,1,1,3,20,140,0,0
1,1,1,1,3,20,140,1,0
1,0,0,1,3,20,140,0,0
1,1,0,1,3,30,140,0,0
1,1,1,1,3,30,140,0,0
1,1,1,1,3,30,140,0,0
1,1,1,1,3,30,140,0,0
1,1,1,1,3,30,140,1,0
1,0,0,1,3,30,140,0,0
1,1,0,1,3,32,140,0,0
1,1,1,1,3,32,140,0,0
1,1,1,1,3,32,140,0,0
1,1,1,1,3,32,140,0,0
1,1,1,1,3,32,140,1,0
1,0,0,1,3,32,140,0,0
1,0,0,0,0,0,140,0,0
1,0,0,0,0,0,140,0,0
1,0,0,0,0,0,140,0,0
1,0,0,0,0,0,140,0,0
1,1,0,0,1,0,140,0,0
1,1,1,0,1,0,140,0,0
1,1,1,0,1,0,0,1,0
1,0,0,0,1,0,0,1,0
1,1,0,0,3,32,0,0,0
1,1,1,0,3,32,0,0,0
1,1,1,0,3,32,0,0,0
1,1,1,0,3,32,0,0,0
1,1,1,0,3,32,32,1,0
1,0,0,0,3,32,32,0,0
1,1,0,0,3,32,32,0,0
1,1,1,0,3,32,32,0,0
1,1,1,0,3,32,32,0,0
1,1,1,0,3,32,32,0,0
1,1,1,0,3,32,32,1,0
1,0,0,0,3,32,32,0,0
1,1,0,1,1,32,32,0,0
1,1,1,1,1,32,32,0,0
1,1,1,1,1,32,32,1,0
1,0,0,1,1,32,32,1,0
1,1,0,0,1,32,32,0,0
1,1,1,0,1,32,32,0,0
1,1,1,0,1,32,32,1,0
1,0,0,0,1,32,32,1,0
1,1,0,1,0,16,32,0,0
1,1,1,1,0,16,32,0,0
1,1,1,1,0,16,32,1,0
1,0,0,1,0,16,32,1,0
1,1,0,0,2,53,32,0,0
1,1,1,0,2,53,32,0,0
1,1,1,0,2,53,53,1,0
1,0,0,0,2,53,53,1,0
1,1,0,1,2,212,53,0,0
1,1,1,1,2,212,53,0,0
1,1,1,1,2,212,53,1,0
1,0,0,1,2,212,53,1,0
1,1,0,0,3,32,53,0,0
1,1,1,0,3,32,53,0,0
1,1,1,0,3,32,53,0,0
1,1,1,0,3,32,53,0,0
1,1,1,0,3,32,32,1,0
1,0,0,0,3,32,32,0,0
1,1,0,1,3,126,32,0,0
1,1,1,1,3,126,32,0,0
1,1,1,1,3,126,32,0,0
1,1,1,1,3,126,32,0,0
1,1,1,1,3,126,32,1,0
1,0,0,1,3,126,32,0,0
1,1,0,1,0,26,32,0,0
1,1,1,1,0,26,32,0,0
1,1,1,1,0,26,32,1,0
1,0,0,1,0,26,32,1,0
1,0,0,0,0,0,32,0,0
1,0,0,0,0,0,32,0,0
1,0,0,0,0,0,32,0,0
1,0,0,0,0,0,32,0,0
1,1,0,0,2,212,32,0,0
1,1,1,0,2,212,32,0,0
1,1,1,0,2,212,212,1,0
1,0,0,0,2,212,212,1,0
1,1,0,0,3,126,212,0,0
1,1,1,0,3,126,212,0,0
1,1,1,0,3,126,212,0,0
1,1,1,0,3,126,212,0,0
1,1,1,0,3,126,126,1,0
1,0,0,0,3,126,126,0,0
1,1,0,0,0,26,126,0,0
1,1,1,0,0,26,126,0,0
1,1,1,0,0,26,26,1,0
1,0,0,0,0,26,26,1,0
1,1,0,0,1,32,26,0,0
1,1,1,0,1,32,26,0,0
1,1,1,0,1,32,32,1,0
1,0,0,0,1,32,32,1,0
1,0,0,0,0,0,32,0,0
1,0,0,0,0,0,32,0,0
1,0,0,0,0,0,32,0,0
1,0,0,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
