int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,0,0,0,0,0,0
1,1,0,1,0,191,0,0,0
1,1,1,1,0,191,0,0,0
1,1,1,1,0,191,0,1,0
1,0,0,1,0,191,0,1,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,1,64,0,0,0
1,1,1,1,1,64,0,0,0
1,1,1,1,1,64,0,1,0
1,0,0,1,1,64,0,1,0
1,1,0,1,2,133,0,0,0
1,1,1,1,2,133,0,0,0
1,1,1,1,2,133,0,1,0
1,0,0,1,2,133,0,1,0
1,1,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0
1,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,1,0
1,1,0,1,6,80,0,0,0
1,1,1,1,6,80,0,0,0
1,1,1,1,6,80,0,1,1
1,0,0,1,6,80,0,1,1
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,0,3,0,0,0,0
1,1,1,0,3,0,0,0,0
1,1,1,0,3,0,0,0,0
1,1,1,0,3,0,0,0,0
1,1,1,0,3,0,0,1,0
1,0,0,0,3,0,0,0,0
1,1,0,0,3,0,0,0,0
1,1,1,0,3,0,0,0,0
1,1,1,0,3,0,0,0,0
1,1,1,0,3,0,0,0,0
1,1,1,0,3,0,0,1,0
1,0,0,0,3,0,0,0,0
1,1,0,0,3,0,0,0,0
1,1,1,0,3,0,0,0,0
1,1,1,0,3,0,0,0,0
1,1,1,0,3,0,0,0,0
1,1,1,0,3,0,0,1,0
1,0,0,0,3,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,0,1,64,0,0,0
1,1,1,0,1,64,0,0,0
1,1,1,0,1,64,64,1,0
1,0,0,0,1,64,64,1,0
1,1,0,1,3,47,64,0,0
1,1,1,1,3,47,64,0,0
1,1,1,1,3,47,64,0,0
