int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,0,0,0,198,0,0
1,1,0,0,2,0,198,0,0
1,1,1,0,2,0,198,0,0
1,1,1,0,2,0,0,1,0
1,0,0,0,2,0,0,1,0
1,0,0,0,0,0,0,0,0
1,1,0,0,1,198,0,0,0
1,1,1,0,1,198,0,0,0
1,1,1,0,1,198,198,1,0
1,0,0,0,1,198,198,1,0
1,1,0,1,0,203,198,0,0
1,1,1,1,0,203,198,0,0
1,1,1,1,0,203,198,1,0
1,0,0,1,0,203,198,1,0
1,1,0,1,3,252,198,0,0
1,1,1,1,3,252,198,0,0
1,1,1,1,3,252,198,0,0
1,1,1,1,3,252,198,0,0
1,1,1,1,3,252,198,1,0
1,0,0,1,3,252,198,0,0
1,1,0,0,2,0,198,0,0
1,1,1,0,2,0,198,0,0
1,1,1,0,2,0,0,1,0
1,0,0,0,2,0,0,1,0
1,1,0,1,0,127,0,0,0
1,1,1,1,0,127,0,0,0
1,1,1,1,0,127,0,1,0
1,0,0,1,0,127,0,1,0
1,0,0,0,0,0,0,0,0
1,1,0,0,3,252,0,0,0
1,1,1,0,3,252,0,0,0
1,1,1,0,3,252,0,0,0
1,1,1,0,3,252,0,0,0
1,1,1,0,3,252,252,1,0
1,0,0,0,3,252,252,0,0
1,1,0,0,1,198,252,0,0
1,1,1,0,1,198,252,0,0
1,1,1,0,1,198,198,1,0
1,0,0,0,1,198,198,1,0
1,1,0,0,3,252,198,0,0
1,1,1,0,3,252,198,0,0
1,1,1,0,3,252,198,0,0
1,1,1,0,3,252,198,0,0
1,1,1,0,3,252,252,1,0
1,0,0,0,3,252,252,0,0
1,0,0,0,0,0,252,0,0
1,0,0,0,0,0,252,0,0
1,1,0,0,1,198,252,0,0
1,1,1,0,1,198,252,0,0
1,1,1,0,1,198,198,1,0
1,0,0,0,1,198,198,1,0
1,0,0,0,0,0,198,0,0
1,0,0,0,0,0,198,0,0
1,0,0,0,0,0,198,0,0
1,0,0,0,0,0,198,0,0
1,0,0,0,0,0,198,0,0
