int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,0,0,0,0,0,0
1,1,0,1,2,156,0,0,0
1,1,1,1,2,156,0,0,0
1,1,1,1,2,156,0,1,0
1,0,0,1,2,156,0,1,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,0,5,52,0,0,0
1,1,1,0,5,52,0,0,0
1,1,1,0,5,52,0,1,1
1,0,0,0,5,52,0,1,1
1,1,0,1,1,5,0,0,0
1,1,1,1,1,5,0,0,0
1,1,1,1,1,5,0,1,0
1,0,0,1,1,5,0,1,0
1,1,0,0,3,0,0,0,0
1,1,1,0,3,0,0,0,0
1,1,1,0,3,0,0,0,0
1,1,1,0,3,0,0,0,0
1,1,1,0,3,0,0,1,0
1,0,0,0,3,0,0,0,0
1,1,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0
1,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,1,0
1,1,0,1,3,39,0,0,0
1,1,1,1,3,39,0,0,0
1,1,1,1,3,39,0,0,0
1,1,1,1,3,39,0,0,0
1,1,1,1,3,39,0,1,0
1,0,0,1,3,39,0,0,0
1,1,0,1,2,191,0,0,0
1,1,1,1,2,191,0,0,0
1,1,1,1,2,191,0,1,0
1,0,0,1,2,191,0,1,0
1,1,0,1,3,145,0,0,0
1,1,1,1,3,145,0,0,0
1,1,1,1,3,145,0,0,0
1,1,1,1,3,145,0,0,0
1,1,1,1,3,145,0,1,0
1,0,0,1,3,145,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
