int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,0,0,0,0,0,0
1,1,0,1,3,133,0,0,0
1,1,1,1,3,133,0,0,0
1,1,1,1,3,133,0,0,0
1,1,1,1,3,133,0,0,0
1,1,1,1,3,133,0,1,0
1,0,0,1,3,133,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,2,136,0,0,0
1,1,1,1,2,136,0,0,0
1,1,1,1,2,136,0,1,0
1,0,0,1,2,136,0,1,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,3,58,0,0,0
1,1,1,1,3,58,0,0,0
1,1,1,1,3,58,0,0,0
1,1,1,1,3,58,0,0,0
1,1,1,1,3,58,0,1,0
1,0,0,1,3,58,0,0,0
1,1,0,1,0,149,0,0,0
1,1,1,1,0,149,0,0,0
1,1,1,1,0,149,0,1,0
1,0,0,1,0,149,0,1,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,2,206,0,0,0
1,1,1,1,2,206,0,0,0
1,1,1,1,2,206,0,1,0
1,0,0,1,2,206,0,1,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,5,69,0,0,0
1,1,1,1,5,69,0,0,0
1,1,1,1,5,69,0,1,1
1,0,0,1,5,69,0,1,1
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
