int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,0,0,0,0,0,0
1,1,0,1,3,129,0,0,0
1,1,1,1,3,129,0,0,0
1,1,1,1,3,129,0,0,0
1,1,1,1,3,129,0,0,0
1,1,1,1,3,129,0,1,0
1,0,0,1,3,129,0,0,0
1,1,0,1,3,204,0,0,0
1,1,1,1,3,204,0,0,0
1,1,1,1,3,204,0,0,0
1,1,1,1,3,204,0,0,0
1,1,1,1,3,204,0,1,0
1,0,0,1,3,204,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,1,100,0,0,0
1,1,1,1,1,100,0,0,0
1,1,1,1,1,100,0,1,0
1,0,0,1,1,100,0,1,0
1,1,0,0,3,204,0,0,0
1,1,1,0,3,204,0,0,0
1,1,1,0,3,204,0,0,0
1,1,1,0,3,204,0,0,0
1,1,1,0,3,204,204,1,0
1,0,0,0,3,204,204,0,0
1,0,0,0,0,0,204,0,0
1,0,0,0,0,0,204,0,0
1,0,0,0,0,0,204,0,0
1,0,0,0,0,0,204,0,0
1,1,0,0,2,0,204,0,0
1,1,1,0,2,0,204,0,0
1,1,1,0,2,0,0,1,0
1,0,0,0,2,0,0,1,0
1,0,0,0,0,0,0,0,0
1,1,0,0,2,0,0,0,0
1,1,1,0,2,0,0,0,0
1,1,1,0,2,0,0,1,0
1,0,0,0,2,0,0,1,0
1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
