int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,145,24,0,0,5
1,1,0,250,24,0,0,5
1,0,0,250,24,0,0,6
1,1,0,139,24,0,0,6
1,0,0,139,24,0,0,7
1,1,0,171,24,0,0,7
1,0,0,171,24,1,0,8
1,0,1,171,24,1,0,8
1,0,0,171,197,0,0,7
1,0,1,171,197,0,0,7
1,0,0,171,101,0,0,6
1,0,1,171,101,0,0,6
