int rst_n,int start,int ain,int bin,int yout,int done
0,0,7164,51225,0,0
1,0,7164,51225,0,0
1,1,16451,6522,0,0
1,1,16451,6522,0,0
1,1,16451,6522,6522,0
1,1,16451,6522,19566,0
1,1,16451,6522,19566,0
1,1,16451,6522,19566,0
1,1,16451,6522,19566,0
1,1,16451,6522,19566,0
1,1,16451,6522,436974,0
1,1,16451,6522,436974,0
1,1,16451,6522,436974,0
1,1,16451,6522,436974,0
1,1,16451,6522,436974,0
1,1,16451,6522,436974,0
1,1,16451,6522,436974,0
1,1,16451,6522,436974,0
1,1,16451,6522,107293422,0
1,1,16451,6522,107293422,1
1,1,16451,6522,107293422,0
1,1,16451,6522,107293422,0
1,0,16451,6522,107293422,0
1,0,16451,6522,107293422,0
1,0,16451,6522,107293422,0
1,0,16451,6522,107293422,0
1,0,16451,6522,107293422,0
1,0,16451,6522,107293422,0
1,0,16451,6522,107293422,0
0,0,16451,6522,0,0
0,0,16451,6522,0,0
1,0,16451,6522,0,0
1,1,761,60994,0,0
1,1,761,60994,0,0
1,1,761,60994,60994,0
1,1,761,60994,60994,0
1,1,761,60994,60994,0
1,1,761,60994,548946,0
1,1,761,60994,1524850,0
1,1,761,60994,3476658,0
1,1,761,60994,7380274,0
1,1,761,60994,15187506,0
1,1,761,60994,15187506,0
1,1,761,60994,46416434,0
1,1,761,60994,46416434,0
1,1,761,60994,46416434,0
1,1,761,60994,46416434,0
1,1,761,60994,46416434,0
1,1,761,60994,46416434,0
1,1,761,60994,46416434,1
1,1,761,60994,46416434,0
1,1,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
1,0,761,60994,46416434,0
0,0,761,60994,0,0
1,0,761,60994,0,0
1,0,761,60994,0,0
