int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,1,0,19,194,1,0
1,1,0,1,1,111,194,0,0
1,1,1,1,1,111,194,0,0
1,1,1,1,1,111,194,1,0
1,0,0,1,1,111,194,1,0
1,1,0,0,5,170,194,0,0
1,1,1,0,5,170,194,0,0
1,1,1,0,5,170,194,1,1
1,0,0,0,5,170,194,1,1
1,0,0,0,0,0,194,0,0
1,1,0,0,2,30,194,0,0
1,1,1,0,2,30,194,0,0
1,1,1,0,2,30,30,1,0
1,0,0,0,2,30,30,1,0
