int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,1,35208,41142,0
1,1,45445,35208,0
0,1,45445,0,0
0,1,45445,0,0
1,1,45445,45445,0
1,0,45445,45445,0
