int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,0,5140,5140,0
1,1,28173,5140,0
0,1,28173,0,0
0,1,28173,0,0
1,1,28173,28173,0
1,0,28173,28173,0
