int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,0,33077,33077,0
1,0,33077,33077,0
0,0,33077,0,0
0,0,33077,0,0
1,0,33077,0,0
1,0,33077,0,0
1,1,28297,0,0
1,1,57730,28297,0
1,0,57730,57730,0
