int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,0,3517,3517,0
1,0,3517,3517,0
0,0,3517,0,0
1,0,3517,0,0
1,0,3517,0,0
1,1,44349,0,0
1,1,18200,44349,0
1,0,18200,18200,0
