int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,0,60474,60474,0
1,0,60474,60474,0
0,0,60474,0,0
1,0,60474,0,0
1,0,60474,0,0
1,0,60474,0,0
1,1,2422,0,0
1,1,51306,2422,0
