int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,1,11678,8973,0
1,1,30343,11678,0
0,1,30343,0,0
0,1,30343,0,0
1,1,30343,30343,0
1,0,30343,30343,0
