int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,0,12328,12328,0
1,0,12328,12328,0
0,0,12328,0,0
1,0,12328,0,0
1,0,12328,0,0
1,1,54962,0,0
1,1,58852,54962,0
1,1,17646,58852,0
