int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,0,12424,12424,0
1,0,12424,12424,0
0,0,12424,0,0
1,0,12424,0,0
1,0,12424,0,0
1,1,11978,0,0
1,1,8391,11978,0
1,0,8391,8391,0
