int rst_n,int wr_en_i,int wr_data_i,int rd_data_o,int rd_error_o
1,1,40923,45445,0
1,1,62521,40923,0
0,1,62521,0,0
0,1,62521,0,0
1,1,62521,62521,0
1,0,62521,62521,0
