int rst,int start,int in,int out,int error,int done
0,0,0,161,0,1
0,0,0,161,0,1
0,1,-22499,161,0,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,1,44641,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,211,0,1
0,0,0,211,0,1
0,0,0,211,0,1
0,0,0,211,0,1
0,0,0,211,0,1
0,0,0,211,0,1
0,0,0,211,0,1
0,1,-35808,211,0,1
0,0,0,0,1,1
0,0,0,0,1,1
0,1,2147483739,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,1,64921,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,254,0,1
0,0,0,254,0,1
0,0,0,254,0,1
0,1,27025,254,0,1
0,0,0,254,0,0
0,0,0,254,0,0
0,0,0,254,0,0
0,0,0,254,0,0
