int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,1,-10232,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,1,43693,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,209,0,1
0,0,0,209,0,1
0,0,0,209,0,1
0,0,0,209,0,1
0,0,0,209,0,1
0,0,0,209,0,1
0,0,0,209,0,1
0,0,0,209,0,1
0,0,0,209,0,1
0,1,-4604,209,0,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,1,58904,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,242,0,1
0,0,0,242,0,1
0,0,0,242,0,1
0,0,0,242,0,1
0,0,0,242,0,1
0,1,746496,242,0,1
0,0,0,242,0,0
0,0,0,242,0,0
0,0,0,242,0,0
0,0,0,242,0,0
