int rst_n,int start,int ain,int bin,int yout,int done
0,0,53269,31322,0,0
1,0,53269,31322,0,0
1,1,39973,58947,0,0
1,1,39973,58947,0,0
1,1,39973,58947,58947,0
1,1,39973,58947,58947,0
1,1,39973,58947,294735,0
1,1,39973,58947,294735,0
1,1,39973,58947,294735,0
1,1,39973,58947,2181039,0
1,1,39973,58947,2181039,0
1,1,39973,58947,2181039,0
1,1,39973,58947,2181039,0
1,1,39973,58947,2181039,0
1,1,39973,58947,62542767,0
1,1,39973,58947,183266223,0
1,1,39973,58947,424713135,0
1,1,39973,58947,424713135,0
1,1,39973,58947,424713135,0
1,1,39973,58947,2356288431,1
1,1,39973,58947,2356288431,0
1,1,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
1,0,39973,58947,2356288431,0
0,0,39973,58947,0,0
0,0,39973,58947,0,0
1,0,39973,58947,0,0
1,1,44641,42002,0,0
1,1,44641,42002,0,0
1,1,44641,42002,42002,0
1,1,44641,42002,42002,0
1,1,44641,42002,42002,0
1,1,44641,42002,42002,0
1,1,44641,42002,42002,0
1,1,44641,42002,1386066,0
1,1,44641,42002,4074194,0
1,1,44641,42002,4074194,0
1,1,44641,42002,4074194,0
1,1,44641,42002,25579218,0
1,1,44641,42002,68589266,0
1,1,44641,42002,154609362,0
1,1,44641,42002,154609362,0
1,1,44641,42002,498689746,0
1,1,44641,42002,498689746,0
1,1,44641,42002,1875011282,1
1,1,44641,42002,1875011282,0
1,1,44641,42002,1875011282,0
1,0,44641,42002,1875011282,0
1,0,44641,42002,1875011282,0
1,0,44641,42002,1875011282,0
1,0,44641,42002,1875011282,0
1,0,44641,42002,1875011282,0
1,0,44641,42002,1875011282,0
1,0,44641,42002,1875011282,0
1,0,44641,42002,1875011282,0
1,0,44641,42002,1875011282,0
1,0,44641,42002,1875011282,0
0,0,44641,42002,0,0
0,0,44641,42002,0,0
1,0,44641,42002,0,0
1,1,18727,26581,0,0
1,1,18727,26581,0,0
1,1,18727,26581,26581,0
1,1,18727,26581,79743,0
1,1,18727,26581,186067,0
1,1,18727,26581,186067,0
1,1,18727,26581,186067,0
1,1,18727,26581,1036659,0
1,1,18727,26581,1036659,0
1,1,18727,26581,1036659,0
1,1,18727,26581,7841395,0
1,1,18727,26581,7841395,0
1,1,18727,26581,7841395,0
1,1,18727,26581,62279283,0
1,1,18727,26581,62279283,0
1,1,18727,26581,62279283,0
1,1,18727,26581,497782387,0
1,1,18727,26581,497782387,1
1,1,18727,26581,497782387,0
1,1,18727,26581,497782387,0
1,0,18727,26581,497782387,0
1,0,18727,26581,497782387,0
1,0,18727,26581,497782387,0
1,0,18727,26581,497782387,0
1,0,18727,26581,497782387,0
1,0,18727,26581,497782387,0
1,0,18727,26581,497782387,0
0,0,18727,26581,0,0
1,0,18727,26581,0,0
1,0,18727,26581,0,0
1,0,18727,26581,0,0
0,0,18727,26581,0,0
0,0,18727,26581,0,0
1,0,18727,26581,0,0
1,1,28313,44952,0,0
1,1,28313,44952,0,0
1,1,28313,44952,44952,0
1,1,28313,44952,44952,0
1,1,28313,44952,44952,0
1,1,28313,44952,404568,0
1,1,28313,44952,1123800,0
1,1,28313,44952,1123800,0
1,1,28313,44952,1123800,0
1,1,28313,44952,6877656,0
1,1,28313,44952,6877656,0
1,1,28313,44952,29893080,0
1,1,28313,44952,75923928,0
1,1,28313,44952,167985624,0
1,1,28313,44952,167985624,0
1,1,28313,44952,536232408,0
1,1,28313,44952,1272725976,0
1,1,28313,44952,1272725976,1
1,1,28313,44952,1272725976,0
1,1,28313,44952,1272725976,0
1,0,28313,44952,1272725976,0
1,0,28313,44952,1272725976,0
1,0,28313,44952,1272725976,0
1,0,28313,44952,1272725976,0
0,0,28313,44952,0,0
1,0,28313,44952,0,0
1,0,28313,44952,0,0
1,0,28313,44952,0,0
1,0,28313,44952,0,0
0,0,28313,44952,0,0
0,0,28313,44952,0,0
1,0,28313,44952,0,0
1,1,3294,5225,0,0
1,1,3294,5225,0,0
1,1,3294,5225,0,0
1,1,3294,5225,10450,0
1,1,3294,5225,31350,0
1,1,3294,5225,73150,0
1,1,3294,5225,156750,0
1,1,3294,5225,156750,0
1,1,3294,5225,491150,0
1,1,3294,5225,1159950,0
1,1,3294,5225,1159950,0
1,1,3294,5225,1159950,0
1,1,3294,5225,6510350,0
1,1,3294,5225,17211150,0
1,1,3294,5225,17211150,0
1,1,3294,5225,17211150,0
1,1,3294,5225,17211150,0
1,1,3294,5225,17211150,1
1,1,3294,5225,17211150,0
1,1,3294,5225,17211150,0
1,0,3294,5225,17211150,0
1,0,3294,5225,17211150,0
1,0,3294,5225,17211150,0
1,0,3294,5225,17211150,0
1,0,3294,5225,17211150,0
1,0,3294,5225,17211150,0
1,0,3294,5225,17211150,0
0,0,3294,5225,0,0
0,0,3294,5225,0,0
1,0,3294,5225,0,0
1,1,2728,46523,0,0
1,1,2728,46523,0,0
1,1,2728,46523,0,0
1,1,2728,46523,0,0
1,1,2728,46523,0,0
1,1,2728,46523,372184,0
1,1,2728,46523,372184,0
1,1,2728,46523,1860920,0
1,1,2728,46523,1860920,0
1,1,2728,46523,7815864,0
1,1,2728,46523,7815864,0
1,1,2728,46523,31635640,0
1,1,2728,46523,31635640,0
1,1,2728,46523,126914744,0
1,1,2728,46523,126914744,0
1,1,2728,46523,126914744,0
1,1,2728,46523,126914744,0
1,1,2728,46523,126914744,1
1,1,2728,46523,126914744,0
1,1,2728,46523,126914744,0
1,0,2728,46523,126914744,0
1,0,2728,46523,126914744,0
1,0,2728,46523,126914744,0
1,0,2728,46523,126914744,0
1,0,2728,46523,126914744,0
1,0,2728,46523,126914744,0
1,0,2728,46523,126914744,0
1,0,2728,46523,126914744,0
0,0,2728,46523,0,0
1,0,2728,46523,0,0
1,0,2728,46523,0,0
1,0,2728,46523,0,0
0,0,2728,46523,0,0
0,0,2728,46523,0,0
1,0,2728,46523,0,0
1,1,17301,7959,0,0
1,1,17301,7959,0,0
1,1,17301,7959,7959,0
1,1,17301,7959,7959,0
1,1,17301,7959,39795,0
1,1,17301,7959,39795,0
1,1,17301,7959,167139,0
1,1,17301,7959,167139,0
1,1,17301,7959,167139,0
1,1,17301,7959,1185891,0
1,1,17301,7959,3223395,0
1,1,17301,7959,7298403,0
1,1,17301,7959,7298403,0
1,1,17301,7959,7298403,0
1,1,17301,7959,7298403,0
1,1,17301,7959,7298403,0
1,1,17301,7959,137698659,0
1,1,17301,7959,137698659,1
1,1,17301,7959,137698659,0
1,1,17301,7959,137698659,0
1,0,17301,7959,137698659,0
1,0,17301,7959,137698659,0
1,0,17301,7959,137698659,0
1,0,17301,7959,137698659,0
1,0,17301,7959,137698659,0
1,0,17301,7959,137698659,0
1,0,17301,7959,137698659,0
1,0,17301,7959,137698659,0
1,0,17301,7959,137698659,0
1,0,17301,7959,137698659,0
1,0,17301,7959,137698659,0
1,0,17301,7959,137698659,0
0,0,17301,7959,0,0
1,0,17301,7959,0,0
1,0,17301,7959,0,0
1,0,17301,7959,0,0
1,0,17301,7959,0,0
0,0,17301,7959,0,0
0,0,17301,7959,0,0
1,0,17301,7959,0,0
1,1,59735,20099,0,0
1,1,59735,20099,0,0
1,1,59735,20099,20099,0
1,1,59735,20099,60297,0
1,1,59735,20099,140693,0
1,1,59735,20099,140693,0
1,1,59735,20099,462277,0
1,1,59735,20099,462277,0
1,1,59735,20099,1748613,0
1,1,59735,20099,1748613,0
1,1,59735,20099,6893957,0
1,1,59735,20099,6893957,0
1,1,59735,20099,6893957,0
1,1,59735,20099,48056709,0
1,1,59735,20099,48056709,0
1,1,59735,20099,212707717,0
1,1,59735,20099,542009733,0
1,1,59735,20099,1200613765,1
1,1,59735,20099,1200613765,0
1,1,59735,20099,1200613765,0
1,0,59735,20099,1200613765,0
1,0,59735,20099,1200613765,0
1,0,59735,20099,1200613765,0
1,0,59735,20099,1200613765,0
1,0,59735,20099,1200613765,0
1,0,59735,20099,1200613765,0
0,0,59735,20099,0,0
0,0,59735,20099,0,0
1,0,59735,20099,0,0
1,1,15442,11594,0,0
1,1,15442,11594,0,0
1,1,15442,11594,0,0
1,1,15442,11594,23188,0
1,1,15442,11594,23188,0
1,1,15442,11594,23188,0
1,1,15442,11594,208692,0
1,1,15442,11594,208692,0
1,1,15442,11594,950708,0
1,1,15442,11594,950708,0
1,1,15442,11594,950708,0
1,1,15442,11594,950708,0
1,1,15442,11594,12822964,0
1,1,15442,11594,36567476,0
1,1,15442,11594,84056500,0
1,1,15442,11594,179034548,0
1,1,15442,11594,179034548,0
1,1,15442,11594,179034548,1
1,1,15442,11594,179034548,0
1,1,15442,11594,179034548,0
1,0,15442,11594,179034548,0
1,0,15442,11594,179034548,0
1,0,15442,11594,179034548,0
1,0,15442,11594,179034548,0
1,0,15442,11594,179034548,0
1,0,15442,11594,179034548,0
1,0,15442,11594,179034548,0
1,0,15442,11594,179034548,0
1,0,15442,11594,179034548,0
1,0,15442,11594,179034548,0
1,0,15442,11594,179034548,0
1,0,15442,11594,179034548,0
1,0,15442,11594,179034548,0
0,0,15442,11594,0,0
0,0,15442,11594,0,0
1,0,15442,11594,0,0
1,0,15442,11594,0,0
1,0,15442,11594,0,0
