int rst_n,int start,int ain,int bin,int yout,int done
0,0,761,60994,0,0
1,0,761,60994,0,0
1,1,29612,59803,0,0
1,1,29612,59803,0,0
1,1,29612,59803,0,0
1,1,29612,59803,0,0
1,1,29612,59803,239212,0
1,1,29612,59803,717636,0
1,1,29612,59803,717636,0
1,1,29612,59803,2631332,0
1,1,29612,59803,2631332,0
1,1,29612,59803,10286116,0
1,1,29612,59803,25595684,0
1,1,29612,59803,56214820,0
1,1,29612,59803,56214820,0
1,1,29612,59803,56214820,0
1,1,29612,59803,301167908,0
1,1,29612,59803,791074084,0
1,1,29612,59803,1770886436,0
1,1,29612,59803,1770886436,1
1,1,29612,59803,1770886436,0
1,1,29612,59803,1770886436,0
1,0,29612,59803,1770886436,0
1,0,29612,59803,1770886436,0
1,0,29612,59803,1770886436,0
1,0,29612,59803,1770886436,0
0,0,29612,59803,0,0
0,0,29612,59803,0,0
1,0,29612,59803,0,0
1,1,7915,13534,0,0
1,1,7915,13534,0,0
1,1,7915,13534,13534,0
1,1,7915,13534,40602,0
1,1,7915,13534,40602,0
1,1,7915,13534,148874,0
1,1,7915,13534,148874,0
1,1,7915,13534,581962,0
1,1,7915,13534,1448138,0
1,1,7915,13534,3180490,0
1,1,7915,13534,3180490,0
1,1,7915,13534,10109898,0
1,1,7915,13534,23968714,0
1,1,7915,13534,51686346,0
1,1,7915,13534,107121610,0
1,1,7915,13534,107121610,0
1,1,7915,13534,107121610,0
1,1,7915,13534,107121610,1
1,1,7915,13534,107121610,0
1,1,7915,13534,107121610,0
1,0,7915,13534,107121610,0
1,0,7915,13534,107121610,0
1,0,7915,13534,107121610,0
1,0,7915,13534,107121610,0
1,0,7915,13534,107121610,0
1,0,7915,13534,107121610,0
1,0,7915,13534,107121610,0
0,0,7915,13534,0,0
0,0,7915,13534,0,0
1,0,7915,13534,0,0
1,1,46689,12280,0,0
1,1,46689,12280,0,0
1,1,46689,12280,12280,0
1,1,46689,12280,12280,0
1,1,46689,12280,12280,0
