int rst_n,int start,int ain,int bin,int yout,int done
0,0,6835,36983,0,0
1,0,6835,36983,0,0
1,1,7663,42321,0,0
1,1,7663,42321,0,0
1,1,7663,42321,42321,0
1,1,7663,42321,126963,0
1,1,7663,42321,296247,0
1,1,7663,42321,634815,0
1,1,7663,42321,634815,0
1,1,7663,42321,1989087,0
1,1,7663,42321,4697631,0
1,1,7663,42321,10114719,0
1,1,7663,42321,20948895,0
1,1,7663,42321,20948895,0
1,1,7663,42321,64285599,0
1,1,7663,42321,150959007,0
1,1,7663,42321,324305823,0
1,1,7663,42321,324305823,0
1,1,7663,42321,324305823,0
1,1,7663,42321,324305823,1
1,1,7663,42321,324305823,0
1,1,7663,42321,324305823,0
1,0,7663,42321,324305823,0
1,0,7663,42321,324305823,0
1,0,7663,42321,324305823,0
1,0,7663,42321,324305823,0
1,0,7663,42321,324305823,0
1,0,7663,42321,324305823,0
1,0,7663,42321,324305823,0
1,0,7663,42321,324305823,0
0,0,7663,42321,0,0
0,0,7663,42321,0,0
1,0,7663,42321,0,0
1,1,19523,55999,0,0
1,1,19523,55999,0,0
1,1,19523,55999,55999,0
1,1,19523,55999,167997,0
1,1,19523,55999,167997,0
1,1,19523,55999,167997,0
1,1,19523,55999,167997,0
1,1,19523,55999,167997,0
1,1,19523,55999,3751933,0
1,1,19523,55999,3751933,0
1,1,19523,55999,3751933,0
1,1,19523,55999,3751933,0
1,1,19523,55999,61094909,0
1,1,19523,55999,175780861,0
1,1,19523,55999,175780861,0
1,1,19523,55999,175780861,0
1,1,19523,55999,1093268477,0
1,1,19523,55999,1093268477,1
1,1,19523,55999,1093268477,0
1,1,19523,55999,1093268477,0
1,0,19523,55999,1093268477,0
1,0,19523,55999,1093268477,0
1,0,19523,55999,1093268477,0
1,0,19523,55999,1093268477,0
1,0,19523,55999,1093268477,0
0,0,19523,55999,0,0
0,0,19523,55999,0,0
1,0,19523,55999,0,0
1,1,44509,34328,0,0
1,1,44509,34328,0,0
1,1,44509,34328,34328,0
1,1,44509,34328,34328,0
1,1,44509,34328,171640,0
1,1,44509,34328,446264,0
1,1,44509,34328,995512,0
1,1,44509,34328,995512,0
1,1,44509,34328,3192504,0
1,1,44509,34328,7586488,0
1,1,44509,34328,16374456,0
1,1,44509,34328,16374456,0
1,1,44509,34328,51526328,0
1,1,44509,34328,121830072,0
1,1,44509,34328,121830072,0
1,1,44509,34328,403045048,0
1,1,44509,34328,403045048,0
1,1,44509,34328,1527904952,1
1,1,44509,34328,1527904952,0
1,1,44509,34328,1527904952,0
1,0,44509,34328,1527904952,0
1,0,44509,34328,1527904952,0
1,0,44509,34328,1527904952,0
1,0,44509,34328,1527904952,0
1,0,44509,34328,1527904952,0
1,0,44509,34328,1527904952,0
1,0,44509,34328,1527904952,0
1,0,44509,34328,1527904952,0
1,0,44509,34328,1527904952,0
1,0,44509,34328,1527904952,0
1,0,44509,34328,1527904952,0
0,0,44509,34328,0,0
0,0,44509,34328,0,0
1,0,44509,34328,0,0
1,1,46644,30212,0,0
1,1,46644,30212,0,0
1,1,46644,30212,0,0
1,1,46644,30212,0,0
1,1,46644,30212,120848,0
1,1,46644,30212,120848,0
1,1,46644,30212,604240,0
1,1,46644,30212,1571024,0
1,1,46644,30212,1571024,0
1,1,46644,30212,1571024,0
1,1,46644,30212,1571024,0
1,1,46644,30212,17039568,0
1,1,46644,30212,47976656,0
1,1,46644,30212,47976656,0
1,1,46644,30212,171725008,0
1,1,46644,30212,419221712,0
1,1,46644,30212,419221712,0
1,1,46644,30212,1409208528,1
1,1,46644,30212,1409208528,0
1,1,46644,30212,1409208528,0
1,0,46644,30212,1409208528,0
1,0,46644,30212,1409208528,0
1,0,46644,30212,1409208528,0
1,0,46644,30212,1409208528,0
1,0,46644,30212,1409208528,0
1,0,46644,30212,1409208528,0
1,0,46644,30212,1409208528,0
1,0,46644,30212,1409208528,0
1,0,46644,30212,1409208528,0
1,0,46644,30212,1409208528,0
1,0,46644,30212,1409208528,0
1,0,46644,30212,1409208528,0
1,0,46644,30212,1409208528,0
0,0,46644,30212,0,0
0,0,46644,30212,0,0
1,0,46644,30212,0,0
1,1,32325,30570,0,0
1,1,32325,30570,0,0
1,1,32325,30570,30570,0
1,1,32325,30570,30570,0
1,1,32325,30570,152850,0
1,1,32325,30570,152850,0
1,1,32325,30570,152850,0
1,1,32325,30570,152850,0
1,1,32325,30570,2109330,0
1,1,32325,30570,2109330,0
1,1,32325,30570,2109330,0
1,1,32325,30570,17761170,0
1,1,32325,30570,49064850,0
1,1,32325,30570,111672210,0
1,1,32325,30570,236886930,0
1,1,32325,30570,487316370,0
1,1,32325,30570,988175250,0
1,1,32325,30570,988175250,1
1,1,32325,30570,988175250,0
1,1,32325,30570,988175250,0
1,0,32325,30570,988175250,0
1,0,32325,30570,988175250,0
1,0,32325,30570,988175250,0
1,0,32325,30570,988175250,0
1,0,32325,30570,988175250,0
1,0,32325,30570,988175250,0
1,0,32325,30570,988175250,0
1,0,32325,30570,988175250,0
1,0,32325,30570,988175250,0
1,0,32325,30570,988175250,0
1,0,32325,30570,988175250,0
1,0,32325,30570,988175250,0
1,0,32325,30570,988175250,0
0,0,32325,30570,0,0
0,0,32325,30570,0,0
1,0,32325,30570,0,0
1,0,32325,30570,0,0
1,0,32325,30570,0,0
