int rst_n,int start,int ain,int bin,int yout,int done
0,0,51679,40768,0,0
1,0,51679,40768,0,0
1,1,32816,53295,0,0
1,1,32816,53295,0,0
1,1,32816,53295,0,0
1,1,32816,53295,0,0
1,1,32816,53295,0,0
1,1,32816,53295,0,0
1,1,32816,53295,852720,0
1,1,32816,53295,2558160,0
1,1,32816,53295,2558160,0
1,1,32816,53295,2558160,0
1,1,32816,53295,2558160,0
1,1,32816,53295,2558160,0
1,1,32816,53295,2558160,0
1,1,32816,53295,2558160,0
1,1,32816,53295,2558160,0
1,1,32816,53295,2558160,0
1,1,32816,53295,2558160,0
1,1,32816,53295,1748928720,1
1,1,32816,53295,1748928720,0
1,1,32816,53295,1748928720,0
1,0,32816,53295,1748928720,0
1,0,32816,53295,1748928720,0
1,0,32816,53295,1748928720,0
1,0,32816,53295,1748928720,0
1,0,32816,53295,1748928720,0
1,0,32816,53295,1748928720,0
0,0,32816,53295,0,0
0,0,32816,53295,0,0
1,0,32816,53295,0,0
1,1,34791,19135,0,0
1,1,34791,19135,0,0
1,1,34791,19135,19135,0
1,1,34791,19135,57405,0
1,1,34791,19135,133945,0
1,1,34791,19135,133945,0
1,1,34791,19135,133945,0
1,1,34791,19135,746265,0
1,1,34791,19135,1970905,0
1,1,34791,19135,4420185,0
1,1,34791,19135,9318745,0
1,1,34791,19135,19115865,0
1,1,34791,19135,38710105,0
1,1,34791,19135,38710105,0
1,1,34791,19135,38710105,0
1,1,34791,19135,38710105,0
1,1,34791,19135,38710105,0
1,1,34791,19135,665725785,1
1,1,34791,19135,665725785,0
1,1,34791,19135,665725785,0
1,0,34791,19135,665725785,0
1,0,34791,19135,665725785,0
1,0,34791,19135,665725785,0
1,0,34791,19135,665725785,0
1,0,34791,19135,665725785,0
0,0,34791,19135,0,0
0,0,34791,19135,0,0
1,0,34791,19135,0,0
1,1,964,49329,0,0
1,1,964,49329,0,0
1,1,964,49329,0,0
1,1,964,49329,0,0
1,1,964,49329,197316,0
1,1,964,49329,197316,0
1,1,964,49329,197316,0
1,1,964,49329,197316,0
1,1,964,49329,3354372,0
1,1,964,49329,9668484,0
1,1,964,49329,22296708,0
1,1,964,49329,47553156,0
1,1,964,49329,47553156,0
1,1,964,49329,47553156,0
1,1,964,49329,47553156,0
1,1,964,49329,47553156,0
1,1,964,49329,47553156,0
1,1,964,49329,47553156,1
1,1,964,49329,47553156,0
1,1,964,49329,47553156,0
1,0,964,49329,47553156,0
1,0,964,49329,47553156,0
1,0,964,49329,47553156,0
1,0,964,49329,47553156,0
1,0,964,49329,47553156,0
1,0,964,49329,47553156,0
0,0,964,49329,0,0
1,0,964,49329,0,0
1,0,964,49329,0,0
1,0,964,49329,0,0
1,0,964,49329,0,0
1,0,964,49329,0,0
1,0,964,49329,0,0
1,0,964,49329,0,0
0,0,964,49329,0,0
0,0,964,49329,0,0
1,0,964,49329,0,0
