int rst_n,int start,int ain,int bin,int yout,int done
1,1,40679,21448,872483192,1
1,1,40679,21448,872483192,0
1,1,40679,21448,872483192,0
1,0,40679,21448,872483192,0
1,0,40679,21448,872483192,0
1,0,40679,21448,872483192,0
1,0,40679,21448,872483192,0
1,0,40679,21448,872483192,0
1,0,40679,21448,872483192,0
1,0,40679,21448,872483192,0
1,0,40679,21448,872483192,0
1,0,40679,21448,872483192,0
1,0,40679,21448,872483192,0
1,0,40679,21448,872483192,0
1,0,40679,21448,872483192,0
1,0,40679,21448,872483192,0
0,0,40679,21448,0,0
0,0,40679,21448,0,0
1,0,40679,21448,0,0
1,1,58157,846,0,0
1,1,58157,846,0,0
1,1,58157,846,846,0
1,1,58157,846,846,0
1,1,58157,846,4230,0
1,1,58157,846,10998,0
1,1,58157,846,10998,0
1,1,58157,846,38070,0
1,1,58157,846,38070,0
1,1,58157,846,38070,0
1,1,58157,846,254646,0
1,1,58157,846,687798,0
1,1,58157,846,687798,0
1,1,58157,846,687798,0
1,1,58157,846,687798,0
1,1,58157,846,7618230,0
1,1,58157,846,21479094,0
1,1,58157,846,49200822,1
1,1,58157,846,49200822,0
1,1,58157,846,49200822,0
1,0,58157,846,49200822,0
1,0,58157,846,49200822,0
1,0,58157,846,49200822,0
1,0,58157,846,49200822,0
1,0,58157,846,49200822,0
1,0,58157,846,49200822,0
1,0,58157,846,49200822,0
1,0,58157,846,49200822,0
1,0,58157,846,49200822,0
1,0,58157,846,49200822,0
1,0,58157,846,49200822,0
1,0,58157,846,49200822,0
1,0,58157,846,49200822,0
0,0,58157,846,0,0
0,0,58157,846,0,0
1,0,58157,846,0,0
1,1,14258,45548,0,0
1,1,14258,45548,0,0
1,1,14258,45548,0,0
1,1,14258,45548,91096,0
1,1,14258,45548,91096,0
1,1,14258,45548,91096,0
1,1,14258,45548,819864,0
1,1,14258,45548,2277400,0
1,1,14258,45548,2277400,0
1,1,14258,45548,8107544,0
1,1,14258,45548,19767832,0
1,1,14258,45548,43088408,0
1,1,14258,45548,89729560,0
1,1,14258,45548,89729560,0
1,1,14258,45548,276294168,0
1,1,14258,45548,649423384,0
1,1,14258,45548,649423384,0
1,1,14258,45548,649423384,1
1,1,14258,45548,649423384,0
1,1,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
1,0,14258,45548,649423384,0
0,0,14258,45548,0,0
0,0,14258,45548,0,0
1,0,14258,45548,0,0
1,1,37512,8783,0,0
1,1,37512,8783,0,0
1,1,37512,8783,0,0
1,1,37512,8783,0,0
1,1,37512,8783,0,0
1,1,37512,8783,70264,0
1,1,37512,8783,70264,0
1,1,37512,8783,70264,0
1,1,37512,8783,70264,0
1,1,37512,8783,1194488,0
1,1,37512,8783,1194488,0
1,1,37512,8783,5691384,0
1,1,37512,8783,5691384,0
1,1,37512,8783,5691384,0
1,1,37512,8783,41666552,0
1,1,37512,8783,41666552,0
1,1,37512,8783,41666552,0
1,1,37512,8783,329467896,1
1,1,37512,8783,329467896,0
1,1,37512,8783,329467896,0
1,0,37512,8783,329467896,0
1,0,37512,8783,329467896,0
1,0,37512,8783,329467896,0
1,0,37512,8783,329467896,0
1,0,37512,8783,329467896,0
1,0,37512,8783,329467896,0
1,0,37512,8783,329467896,0
0,0,37512,8783,0,0
0,0,37512,8783,0,0
1,0,37512,8783,0,0
1,1,26148,47505,0,0
1,1,26148,47505,0,0
1,1,26148,47505,0,0
1,1,26148,47505,0,0
1,1,26148,47505,190020,0
1,1,26148,47505,190020,0
1,1,26148,47505,190020,0
1,1,26148,47505,1710180,0
1,1,26148,47505,1710180,0
1,1,26148,47505,1710180,0
1,1,26148,47505,1710180,0
1,1,26148,47505,26032740,0
1,1,26148,47505,74677860,0
1,1,26148,47505,74677860,0
1,1,26148,47505,74677860,0
1,1,26148,47505,463838820,0
1,1,26148,47505,1242160740,0
1,1,26148,47505,1242160740,1
1,1,26148,47505,1242160740,0
1,1,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
1,0,26148,47505,1242160740,0
0,0,26148,47505,0,0
0,0,26148,47505,0,0
1,0,26148,47505,0,0
1,1,59044,39478,0,0
1,1,59044,39478,0,0
1,1,59044,39478,0,0
1,1,59044,39478,0,0
1,1,59044,39478,157912,0
1,1,59044,39478,157912,0
1,1,59044,39478,157912,0
1,1,59044,39478,1421208,0
1,1,59044,39478,1421208,0
1,1,59044,39478,6474392,0
1,1,59044,39478,6474392,0
1,1,59044,39478,26687128,0
1,1,59044,39478,67112600,0
1,1,59044,39478,67112600,0
1,1,59044,39478,67112600,0
1,1,59044,39478,390516376,0
1,1,59044,39478,1037323928,0
1,1,59044,39478,2330939032,1
1,1,59044,39478,2330939032,0
1,1,59044,39478,2330939032,0
1,0,59044,39478,2330939032,0
1,0,59044,39478,2330939032,0
1,0,59044,39478,2330939032,0
1,0,59044,39478,2330939032,0
1,0,59044,39478,2330939032,0
1,0,59044,39478,2330939032,0
1,0,59044,39478,2330939032,0
1,0,59044,39478,2330939032,0
0,0,59044,39478,0,0
1,0,59044,39478,0,0
1,0,59044,39478,0,0
1,0,59044,39478,0,0
1,0,59044,39478,0,0
1,0,59044,39478,0,0
1,0,59044,39478,0,0
1,0,59044,39478,0,0
0,0,59044,39478,0,0
0,0,59044,39478,0,0
1,0,59044,39478,0,0
1,1,53269,31322,0,0
1,1,53269,31322,0,0
1,1,53269,31322,31322,0
1,1,53269,31322,31322,0
1,1,53269,31322,156610,0
1,1,53269,31322,156610,0
1,1,53269,31322,657762,0
1,1,53269,31322,657762,0
1,1,53269,31322,657762,0
1,1,53269,31322,657762,0
1,1,53269,31322,657762,0
1,1,53269,31322,657762,0
1,1,53269,31322,657762,0
1,1,53269,31322,657762,0
1,1,53269,31322,128952674,0
1,1,53269,31322,128952674,0
1,1,53269,31322,642132322,0
1,1,53269,31322,1668491618,1
1,1,53269,31322,1668491618,0
1,1,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
1,0,53269,31322,1668491618,0
0,0,53269,31322,0,0
0,0,53269,31322,0,0
1,0,53269,31322,0,0
