int a,int b,int cin,int sum,int cout
118,208,1,71,1
20,97,0,117,0
227,32,1,4,1
214,48,1,7,1
242,18,1,5,1
80,185,1,10,1
3,2,1,6,0
213,47,1,5,1
232,27,0,3,1
221,39,0,4,1
246,13,0,3,1
228,28,1,1,1
252,3,0,255,0
218,40,0,2,1
246,9,1,0,1
134,199,0,77,1
234,24,0,2,1
232,28,1,5,1
251,161,1,157,1
5,8,1,14,0
165,87,0,252,0
242,16,1,3,1
219,36,0,255,0
205,51,1,1,1
13,11,0,24,0
156,153,1,54,1
25,132,1,158,0
6,4,1,11,0
223,39,0,6,1
200,59,0,3,1
6,9,0,15,0
