int a,int b,int cin,int sum,int cout
215,44,1,4,1
10,5,0,15,0
177,104,1,26,1
236,26,1,7,1
4,15,0,19,0
253,4,1,2,1
79,34,0,113,0
214,44,1,3,1
216,41,0,1,1
232,25,0,1,1
13,6,1,20,0
