int a,int b,int cin,int sum,int cout
232,29,1,6,1
218,37,0,255,0
220,38,1,3,1
208,51,0,3,1
10,7,1,18,0
79,90,0,169,0
232,29,0,5,1
116,237,1,98,1
2,7,0,9,0
0,15,0,15,0
221,35,0,0,1
204,56,1,5,1
6,11,1,18,0
10,11,0,21,0
223,36,1,4,1
11,12,1,24,0
220,36,1,1,1
235,25,1,5,1
215,27,1,243,0
