int a,int b,int cin,int sum,int cout
50,153,1,204,0
1,0,1,2,0
128,175,1,48,1
211,50,0,5,1
52,126,1,179,0
212,46,1,3,1
243,14,0,1,1
251,11,1,7,1
218,41,0,3,1
218,250,1,213,1
245,11,0,0,1
232,228,1,205,1
223,32,0,255,0
230,244,0,218,1
240,21,0,5,1
254,7,1,6,1
245,12,0,1,1
