int a,int b,int cin,int sum,int cout
10,168,1,179,0
204,53,0,1,1
108,194,1,47,1
214,47,1,6,1
219,36,1,0,1
56,54,0,110,0
158,207,1,110,1
0,0,0,0,0
83,73,0,156,0
244,15,0,3,1
222,40,0,6,1
251,8,1,4,1
255,0,0,255,0
155,152,0,51,1
240,20,0,4,1
