int a,int b,int cin,int sum,int cout
6,2,1,9,0
12,14,0,26,0
210,47,0,1,1
237,20,0,1,1
9,9,1,19,0
11,10,1,22,0
251,8,0,3,1
10,12,1,23,0
2,7,0,9,0
244,17,1,6,1
215,43,1,3,1
0,1,1,2,0
