int a,int b,int cin,int sum,int cout
4,112,1,117,0
200,116,1,61,1
227,31,0,2,1
201,56,0,1,1
242,15,0,1,1
4,225,1,230,0
50,167,0,217,0
212,48,1,5,1
2,4,0,6,0
8,15,0,23,0
9,4,1,14,0
208,52,0,4,1
5,13,1,19,0
