int a,int b,int cin,int sum,int cout
237,20,1,2,1
248,7,0,255,0
208,54,1,7,1
223,37,0,4,1
130,232,0,106,1
209,47,1,1,1
249,123,0,116,1
2,6,1,9,0
1,12,0,13,0
162,124,1,31,1
254,6,1,5,1
136,166,0,46,1
201,57,0,2,1
1,15,1,17,0
13,15,1,29,0
235,21,0,0,1
226,29,1,0,1
51,207,1,3,1
