int a,int b,int cin,int sum,int cout
31,209,1,241,0
161,72,1,234,0
237,23,0,4,1
13,15,0,28,0
203,52,1,0,1
221,38,0,3,1
229,32,0,5,1
56,81,1,138,0
11,2,1,14,0
230,26,1,1,1
2,10,1,13,0
250,12,1,7,1
56,23,0,79,0
254,1,1,0,1
66,174,0,240,0
