int a,int b,int cin,int sum,int cout
12,1,1,14,0
246,12,0,2,1
200,60,0,4,1
15,15,1,31,0
247,12,0,3,1
229,32,0,5,1
229,30,1,4,1
15,12,0,27,0
237,22,0,3,1
204,56,1,5,1
249,12,0,5,1
201,56,0,1,1
6,6,1,13,0
